run_name,run_dir,seed,best_epoch,best_valid_ndcg_at_10,test_hr_at_10,test_ndcg_at_10,test_top1_exact_hit_rate,all_hr_at_10,all_ndcg_at_10,all_top1_exact_hit_rate,all_mean_cumulative_reward_per_user
cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05_seed7,D:\Python\Artificial Intelligence\projects\reinforcement_learning\movielens_1m_sasrec_dqn_offline_rl\artifacts\experiments\cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05_seed7,7,10,0.11166532514727362,0.19337748344370861,0.1039599781098453,0.03708609271523179,0.24411342538341066,0.12714756679907877,0.04237005981880344,6.974006622516557
cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05,D:\Python\Artificial Intelligence\projects\reinforcement_learning\movielens_1m_sasrec_dqn_offline_rl\artifacts\experiments\cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05,42,10,0.11202340464208771,0.19039735099337748,0.1021792974824788,0.035927152317880795,0.24074176523307406,0.12533210207531637,0.04175648204681498,6.873013245033112
cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05_seed2026,D:\Python\Artificial Intelligence\projects\reinforcement_learning\movielens_1m_sasrec_dqn_offline_rl\artifacts\experiments\cql_huber_gamma09_binary_reward_valid_ndcg_ce_reg05_seed2026,2026,9,0.11127407926788535,0.19188741721854305,0.1039553229527018,0.038410596026490065,0.24326346928942666,0.12650388022471104,0.041889256253212485,6.8948675496688745
